"";"cluster";"x";"y";"entity";"entity_type";"size";"color"
"13359";3;-36,186657;-12,1508255;"ЗАХАРОВ РОМАН КОНСТАНТИНОВИЧ";"author";1;"#FC1B17"
"13360";35;38,628956;-48,16197;"ЛЬВОВ МИХАИЛ ВЛАДИМИРОВИЧ";"author";1;"#BAC983"
"13361";34;-32,498493;43,193424;"БУРЕНКОВА ЛЮБОВЬ ЕВГЕНЬЕВНА";"author";1;"#BA8458"
"13362";47;-57,380802;-11,150437;"КИСЕЛЁВА С.В.";"author";1;"#BA671F"
"13363";4;-15,408781;-54,180847;"ДЬЯЧЕНКО ЮРИЙ ПЕТРОВИЧ";"author";1;"#E10291"
"13364";30;-47,335106;16,217388;"БЕЗРУКОВА О.В.";"author";1;"#BA70AA"
"13365";17;56,709385;25,694757;"PETR P. PURYGIN ";"author";1;"#BB425B"
"13366";26;4,5395513;-0,866092;"TYULEVIN S.V.";"author";1;"#BBC18F"
"13367";35;39,409473;-43,803627;"ВОЛКОДАЕВ В.А.";"author";1;"#BAC983"
"13368";16;24,752752;-3,6314757;"ШМЕЛЕВ А.А.";"author";1;"#BBFD30"
"13369";17;58,289238;17,966995;"КОНЦУР А. В";"author";1;"#BB425B"
"13370";17;60,532852;20,098003;"ZHELIGOVSKY V.";"author";1;"#BB425B"
"13371";30;-47,042206;23,595295;"РОДИОНОВ И.С.";"author";1;"#BA70AA"
"13372";48;5,7703176;-29,949774;"ЛУНЕВ Н.Н.";"author";1;"#BA999D"
"13373";14;-59,57306;4,0730357;"МЯСНИКОВ С.В.";"author";1;"#008000"
"13374";29;-48,877308;37,16912;"КАМАЛЯН МИЛЕНА АРТАШЕСОВНА";"author";1;"#BB7C64"
"13375";42;-4,3473034;58,267517;"ЯГОФАРОВА Е.Ф.";"author";1;"#BAABB3"
"13376";38;-18,308994;47,375668;"КУКАРОВА ДАРЬЯ СЕРГЕЕВНА";"author";1;"#BA9705"
"13377";29;-35,417435;45,179935;"НЕФЕДОВА КЛАВДИЯ ФЕДОРОВНА";"author";1;"#BB7C64"
"13378";18;-24,209011;35,638786;"ХОРИНА А.Д.";"author";1;"#BB9A34"
"13379";14;-48,940456;2,0505013;"ЧУРИКОВА НАДЕЖДА ПЕТРОВНА";"author";1;"#008000"
"13380";49;-32,208324;6,42995;"СИТНИКОВ П.В.";"author";1;"#BADDC8"
"13381";48;-9,095335;-26,796099;"БОРОДАЙ ВЛАДИМИР АЛЕКСАНДРОВИЧ";"author";1;"#BA999D"
"13382";25;24,893097;-38,521046;"КУPУШИН А.М.";"author";1;"#BB68B6"
"13383";30;-49,44277;19,009533;"МОРОЗОВ КОНСТАНТИН ВИКТОРОВИЧ";"author";1;"#BA70AA"
"13384";24;-46,99317;-23,978083;"КОСМОДЕМЬЯНСКИЙ Е.В.";"author";1;"#BB248B"
"13385";8;48,184288;25,967028;"TSAREV A.A.";"author";1;"#FF69B4"
"13386";8;50,360085;26,306852;"YABLOKOV D.E.";"author";1;"#FF69B4"
"13387";30;-52,510048;26,551128;"ГУСЯКОВ ВЯЧЕСЛАВ ЮРЬЕВИЧ";"author";1;"#BA70AA"
"13388";3;-39,232452;-6,707657;"ДОРОШЕНКО РОМАН ЮРЬЕВИЧ";"author";1;"#FC1B17"
"13389";38;-13,153111;48,95409;"КРАСНОВА В.В.";"author";1;"#BA9705"
"13390";10;-3,8118944;14,416362;"БАДИРОВА А.В.";"author";1;"#E100A5"
"13391";43;31,69828;40,87321;"МУРЗЫВАНОВА СВЕТЛАНА ВАДИМОВНА";"author";1;"#BAF0DE"
"13392";21;7,3891354;30,52634;"КРИЦА Е.В.";"author";1;"#BB5509"
"13393";30;-46,79321;17,47511;"БУГАКОВ А.И.";"author";1;"#BA70AA"
"13394";2;22,829048;17,885382;"МЕЩЕРЯКОВА НАТАЛЬЯ ВАЛЕРЬЕВНА";"author";1;"#0088AE"
"13395";27;-20,46603;26,623283;"ВОРОЖЕЙКИНА А.А.";"author";1;"#BB06BB"
"13396";18;-32,5904;33,612198;"РОТМАН Е.Г.";"author";1;"#BB9A34"
"13397";33;-19,260374;0,108795546;"ФИЛАТОВ В.А.";"author";1;"#BA2B7F"
"13398";33;-19,260374;0,108795546;"АФАНАСЬЕВ С.В.";"author";1;"#BA2B7F"
"13399";2;31,406593;27,57362;"КУЗНЕЦОВ Е.М.";"author";1;"#0088AE"
"13400";38;-10,621573;50,368877;"ПАРХОМЕНКО Д.В.";"author";1;"#BA9705"
"13401";35;30,537868;-51,24094;"КУРБАТОВ В.П.";"author";1;"#BAC983"
"13402";37;-1,8325323;6,6228657;"ШАРАФЕЕВ И.Ш.";"author";1;"#BA3F2C"
"13403";18;-26,278696;37,673203;"AGISHEV R.R.";"author";1;"#BB9A34"
"13404";31;-8,958476;-54,990505;"КУЗНЕЦОВ ВАЛЕНТИН КОНСТАНТИНОВИЧ";"author";1;"#BAB5D5"
"13405";4;-15,945536;-51,784004;"ГАРАЕВ К.Г.";"author";1;"#E10291"
"13406";11;-11,110897;54,229614;"ХАЙРУЛЛИНА ЭЛЬМИРА РОБЕРТОВНА";"author";1;"#A500E1"
"13407";43;11,167939;47,188812;"СТЕПАШКИНА В.А.";"author";1;"#BAF0DE"
"13408";10;-10,086439;12,186646;"ШАКУРОВ Р.Ф.";"author";1;"#E100A5"
"13409";10;-3,7345335;20,412886;"ЛУНЕВ А.Н.";"author";1;"#E100A5"
"13410";10;-3,371429;19,878136;"САФАРГАЛИЕВ МАНСУР ФУАТОВИЧ";"author";1;"#E100A5"
"13411";27;-13,12058;19,659369;"КУШИМОВ АЛЕКСАНДР ТЮЛЕГЕНОВИЧ";"author";1;"#BB06BB"
"13412";45;0,38526192;-8,102665;"ШАКИРОВ А.С.";"author";1;"#BA6687"
"13413";26;1,7849063;6,0982914;"САЛАХОВ Р.Р.";"author";1;"#BBC18F"
"13414";16;20,24937;-10,476244;"ВЕДЕНЬКИН Д.А.";"author";1;"#BBFD30"
"13415";5;53,200832;-28,548616;"PROSHIN Y.N.";"author";1;"#00E1E1"
"13416";5;53,201015;-28,548532;"KHUSAINOV M.M.";"author";1;"#00E1E1"
"13417";5;45,184547;-27,096111;"KHUSAINOV M.G.";"author";1;"#00E1E1"
"13418";45;10,042002;-18,261158;"МАКАЕВА Р.Х.";"author";1;"#BA6687"
"13419";34;-28,71273;45,266895;"ЧУМАРИНА Г.Р.";"author";1;"#BA8458"
"13420";1;21,887;-25,145977;"ТУХВАТУЛЛИН Р.С.";"author";1;"#54BD01"
"13421";1;11,494241;-24,875593;"ТИМЕРКАЕВ Б.А.";"author";1;"#54BD01"
"13422";19;-27,774094;-23,55554;"БЕЛЯКОВ Ю.М.";"author";1;"#BBDF60"
"13423";12;-17,41882;-23,537338;"СТРЕЛКОВ А.Ю.";"author";1;"#A020F0"
"13424";12;-17,4188;-23,537363;"КРИВОШЕЕВ С.В.";"author";1;"#A020F0"
"13425";1;20,038193;-21,205687;"ЛОПАТИН А.А.";"author";1;"#54BD01"
"13426";45;8,221536;-14,582661;"ПЕСОШИН ВАЛЕРИЙ АНДРЕЕВИЧ";"author";1;"#BA6687"
"13427";9;44,20912;9,819079;"ШАРАПОВ Т.Л.";"author";1;"#008080"
"13428";9;44,208996;9,819119;"СИГАЛ Е.И.";"author";1;"#008080"
"13429";35;46,051918;-40,337772;"СИГАЛ А.М.";"author";1;"#BAC983"
"13430";9;44,208973;9,819156;"МОРОШЕК А.А.";"author";1;"#008080"
"13431";22;52,27817;-16,608624;"БУРМИСТРОВ М.В.";"author";1;"#BBADE2"
"13432";26;5,1934776;8,924879;"ДАВЫДОВ Н.В.";"author";1;"#BBC18F"
"13433";36;-25,153128;-38,907513;"ВАЛИШИН Н.Т.";"author";1;"#BAFA01"
"13434";29;-39,1859;30,99578;"ЧЕХОНАДСКИХ А.И.";"author";1;"#BB7C64"
"13435";10;-4,5229754;20,707859;"СВИРИНА А.А.";"author";1;"#E100A5"
"13436";12;-16,389805;-30,86411;"АУЗЯК А.Г.";"author";1;"#A020F0"
"13437";27;-8,75892;24,873007;"КИЯМОВ И.К.";"author";1;"#BB06BB"
"13438";40;6,454533;23,4188;"НУГУМАНОВА Л.Ф.";"author";1;"#BA0DAE"
"13439";40;11,071774;17,441576;"ХИСАМЕЕВА А.А.";"author";1;"#BA0DAE"
"13440";16;12,016814;-7,0487514;"МИХАЙЛОВ С.А.";"author";1;"#BBFD30"
"13441";16;16,278593;-5,0012646;"МИНГАЗОВ Б.Г.";"author";1;"#BBFD30"
"13442";7;9,43848;-50,949738;"ДАВЛЕТШИН И.С.";"author";1;"#E19239"
"13443";26;6,9708533;-6,307508;"МОРОЗОВ О.Г.";"author";1;"#BBC18F"
"13444";21;12,425818;27,514023;"ХАСАНОВ А.Ю.";"author";1;"#BB5509"
"13445";44;-10,294782;-42,311592;"ГОЛУБЕВ Г.В.";"author";1;"#BA215C"
"13446";32;28,927952;-10,209932;"НАЙМАН С.М.";"author";1;"#BAE753"
"13447";8;50,58201;33,463043;"СОСОВ А.В.";"author";1;"#FF69B4"
"13448";36;-25,069803;-37,512814;"НИКИТИН А.В.";"author";1;"#BAFA01"
"13449";32;22,378695;-17,468983;"ЗАКИРОВ И.М.";"author";1;"#BAE753"
"13450";36;-40,902832;-41,25417;"НИЗАМИЕВА Л.Ю.";"author";1;"#BAFA01"
"13451";28;14,659441;9,372358;"МУХАМЕТШИНА Е.С.";"author";1;"#BB3739"
"13452";34;-25,653996;46,145485;"ЗЕМЛЯКОВ А.С.";"author";1;"#BA8458"
"13453";49;-34,788414;4,081715;"МАЙНАКСКИЙ ЭЛЬДАР МАРАТОВИЧ";"author";1;"#BADDC8"
"13454";49;-36,301193;10,510618;"ГАРАЕВА Э.";"author";1;"#BADDC8"
"13455";10;-1,7220505;17,021753;"КИРСАНОВ В.В.";"author";1;"#E100A5"
"13456";40;6,567963;23,70791;"БАТАЙКИН П.А.";"author";1;"#BA0DAE"
"13457";7;10,651168;-49,968014;"ВАЛИЕВ Т.Р.";"author";1;"#E19239"
"13458";41;-22,346828;-16,72277;"ЕФРЕМОВ Д.О.";"author";1;"#BA52DA"
"13459";16;16,814964;-4,316266;"АФАНАСЬЕВ А.Ю.";"author";1;"#BBFD30"
"13460";1;14,314934;-21,77702;"НИКОЛАЕВ Е.И.";"author";1;"#54BD01"
"13461";26;1,665002;5,831342;"ПЕСОШИН А.В.";"author";1;"#BBC18F"
"13462";33;-30,848738;2,907726;"ЯКИМОВ И.М.";"author";1;"#BA2B7F"
"13463";15;-1,437969;-10,885201;"СОЛДАТКИН В.М.";"author";1;"#87CEEB"
"13464";36;-25,263262;-37,716587;"ГАЙНУЛЛИН РЕНАТ ФАРИДОВИЧ";"author";1;"#BAFA01"
"13465";36;-25,263262;-37,716587;"ГАЙНУЛЛИНА РИММА ФАРИДОВНА";"author";1;"#BAFA01"
"13466";18;-23,802998;35,324074;"МАНСУРОВА АЛСУ МЯУЛИТОВНА";"author";1;"#BB9A34"
"13467";18;-28,54564;37,983105;"АЛЕКСАНДРОВА Л.А.";"author";1;"#BB9A34"
"13468";26;1,2149156;6,1216636;"КИРСАНОВ А.Ю.";"author";1;"#BBC18F"
"13469";47;-47,986885;-12,3808;"АЛБУТОВ А.В.";"author";1;"#BA671F"
"13470";11;-13,456515;53,53211;"ЛИПАТОВА ОЛЬГА АНАТОЛЬЕВНА";"author";1;"#A500E1"
"13471";13;0,28820217;39,62898;"СЕРОВ ДМИТРИЙ НИКОЛАЕВИЧ";"author";1;"#C0C0C0"
"13472";12;-17,215761;-23,086475;"ЖЕГАЛОВ АНДРЕЙ АЛЕКСАНДРОВИЧ";"author";1;"#A020F0"
"13473";1;12,463114;-20,128487;"ЧОНИ Ю.И.";"author";1;"#54BD01"
"13474";12;-21,117067;-34,861336;"ЦУПИКОВ А.Е.";"author";1;"#A020F0"
"13475";45;0,5701612;-19,831148;"ДРУЖИНИН Г.В.";"author";1;"#BA6687"
"13476";45;0,7491749;-19,759012;"БОДУНОВ Н.М.";"author";1;"#BA6687"
"13477";40;10,271311;25,39987;"ЧЕРНИЛОВСКИЙ С.К.";"author";1;"#BA0DAE"
"13478";6;4,429605;36,07212;"ФРОЛОВ Д.В.";"author";1;"#00A5E1"
"13479";31;4,659991;-54,410328;"ТАХАУВ А.А.";"author";1;"#BAB5D5"
"13480";1;10,888081;-26,329916;"АНФИНОГЕНТОВ В.И.";"author";1;"#54BD01"
"13481";0;-34,60279;19,738552;"НИКОЛАЕВА А.Б.";"author";1;"#D01702"
"13482";12;-19,261057;-28,154385;"ЧИКРИН ДМИТРИЙ ЕВГЕНЬЕВИЧ";"author";1;"#A020F0"
"13483";15;-8,889513;-8,3438835;"ФАЙЗУЛЛИН РАШИД РОБЕРТОВИЧ";"author";1;"#87CEEB"
"13484";15;-4,0985866;-16,218548;"НАДЕЕВ А.Ф.";"author";1;"#87CEEB"
"13485";19;-37,253815;-25,862364;"ГИЛЯЗИЕВ МАРАТ ГИЛМЗЯНОВИЧ";"author";1;"#BBDF60"
"13486";48;-0,30274782;-37,734684;"ВАРСЕГОВ В.Л.";"author";1;"#BA999D"
"13487";4;-23,241934;-50,322056;"САИТОВ И.Х.";"author";1;"#E10291"
"13488";4;-23,241934;-50,322056;"РАХМАНКУЛОВ Н.У.";"author";1;"#E10291"
"13489";4;-23,241934;-50,322056;"БЛИНОВ Д.Н.";"author";1;"#E10291"
"13490";41;-20,149267;-14,755947;"МОЛИН Д.А.";"author";1;"#BA52DA"
"13491";41;-20,149267;-14,755947;"КРЕНЕВ В.А.";"author";1;"#BA52DA"
"13492";12;-16,851585;-29,74703;"КАРПОВ А.И.";"author";1;"#A020F0"
"13493";29;-40,125275;30,08145;"САТУНИНА ТАТЬЯНА АЛЕКСЕЕВНА";"author";1;"#BB7C64"
"13494";31;6,9750733;-55,7933;"ГИЛЬМУТДИНОВ АНИС ХАРИСОВИЧ";"author";1;"#BAB5D5"
"13495";34;-25,647964;57,681355;"КОЛПАКОВА Е.А.";"author";1;"#BA8458"
"13496";33;-21,043964;-1,2874099;"САПАРКИН П.В.";"author";1;"#BA2B7F"
"13497";10;-1,676185;12,4224615;"РИЗАЕВ ИЛЬДУС СУЛТАНОВИЧ";"author";1;"#E100A5"
"13498";6;0,8792656;31,337757;"БИКЧАНТАЕВА А.И.";"author";1;"#00A5E1"
"13499";43;17,149612;48,38564;"ГРИГОРЬЕВА КСЕНИЯ СЕРГЕЕВНА";"author";1;"#BAF0DE"
"13500";32;34,186653;-24,116102;"ПЕРМЯКОВ Е.Н.";"author";1;"#BAE753"
"13501";48;-0,1267447;-23,635794;"КОСТИН В.А.";"author";1;"#BA999D"
"13502";4;-13,399398;-54,643898;"ВАЛИТОВА Н.Л.";"author";1;"#E10291"
"13503";21;18,862986;39,153008;"ГОРДЕЕВА ЛАРИСА ПАВЛОВНА";"author";1;"#BB5509"
"13504";13;8,9041815;51,06359;"ШМЕЛЕВ ДМИТРИЙ ВИКТОРОВИЧ";"author";1;"#C0C0C0"
"13505";29;-35,807724;36,800404;"КАДЫРОВА Х.Р.";"author";1;"#BB7C64"
"13506";40;12,213826;12,982778;"ДРЕСВЯННИКОВ Ф.Н.";"author";1;"#BA0DAE"
"13507";16;13,92971;-8,613187;"ГОРТЫШОВ Ю.Ф.";"author";1;"#BBFD30"
"13508";16;17,362259;-3,1664112;"ГАЛИМОВ Ф.М.";"author";1;"#BBFD30"
"13509";43;18,441345;45,16926;"ПАШИН Д.М.";"author";1;"#BAF0DE"
"13510";1;15,769206;-24,944122;"НАСЫРОВ И.К.";"author";1;"#54BD01"
"13511";1;16,754778;-20,863327;"ЩУКИН А.В.";"author";1;"#54BD01"
"13512";31;-3,5979803;-54,078465;"ИЛЬИНКОВА В.Г.";"author";1;"#BAB5D5"
"13513";1;16,75517;-20,863312;"ИЛЬИНКОВ А.В.";"author";1;"#54BD01"
"13514";29;-49,090065;34,18185;"АЙМЕЛЕТДИНОВА И.В.";"author";1;"#BB7C64"
"13515";30;-42,675575;27,37685;"НАДРЕЕВА Л.Л.";"author";1;"#BA70AA"
"13516";8;47,7669;27,01245;"СОН Э.Е.";"author";1;"#FF69B4"
"13517";39;41,95124;-7,6190476;"ГАЙСИН А.Ф.";"author";1;"#BADC31"
"13518";25;22,624166;-33,22266;"ПЕТРУШЕНКО Р.Ю.";"author";1;"#BB68B6"
"13519";26;9,970936;4,381379;"ПОЛЬСКИЙ Ю.Е.";"author";1;"#BBC18F"
"13520";45;4,9557996;-16,327223;"ЛОГИНОВ С.С.";"author";1;"#BA6687"
"13521";45;3,878717;-16,32965;"АФАНАСЬЕВ В.В.";"author";1;"#BA6687"
"13522";34;-33,124676;50,50838;"САБИТОВ А.Ф.";"author";1;"#BA8458"
"13523";49;-37,20529;18,600702;"ГОРОДИЛОВ А.Б.";"author";1;"#BADDC8"
"13524";42;2,3252687;53,125965;"ЖУРАВЛЕВА ТАТЬЯНА МИХАЙЛОВНА";"author";1;"#BAABB3"
"13525";45;-0,43138647;-13,698808;"МЕЩАНОВ А.С.";"author";1;"#BA6687"
"13526";13;11,039469;43,636326;"КОПТЕВА ОЛЬГА ВЛАДИМИРОВНА";"author";1;"#C0C0C0"
"13527";36;-28,758368;-36,061913;"ФАЙЗРАХМАНОВ Э.Р.";"author";1;"#BAFA01"
"13528";36;-28,987991;-36,672264;"ДАНИЛАЕВ ПЕТР ГРИГОРЬЕВИЧ";"author";1;"#BAFA01"
"13529";45;-0,7774452;-11,314018;"СОЛДАТКИН В.В.";"author";1;"#BA6687"
"13530";39;28,818565;-3,9835637;"ЦАРЕВА А.М.";"author";1;"#BADC31"
"13531";32;23,213701;-17,46743;"КАРИМОВ А.Х.";"author";1;"#BAE753"
"13532";30;-44,212234;23,417439;"ГАЙНУТДИНОВ Т.Г.";"author";1;"#BA70AA"
"13533";25;31,604752;-29,235918;"САРАЕВ ДЕНИС ВЛАДИМИРОВИЧ";"author";1;"#BB68B6"
"13534";25;31,604773;-29,235931;"АРХИПОВ ВЛАДИМИР ИВАНОВИЧ";"author";1;"#BB68B6"
"13535";32;33,47897;-18,723251;"ДАВЛЕТБАЕВ Р.С.";"author";1;"#BAE753"
"13536";28;18,510979;11,133519;"АБДУЛЛИНА ВЕНЕРА ХАЙДАРОВНА";"author";1;"#BB3739"
"13537";32;34,505608;-18,242517;"GALYAUTDINOVA A.F.";"author";1;"#BAE753"
"13538";1;19,627056;-21,480453;"САБИРЗЯНОВ А.Н.";"author";1;"#54BD01"
"13539";12;-18,680351;-28,074621;"ГАРКУШЕНКО В.И.";"author";1;"#A020F0"
"13540";0;-35,738113;24,925953;"ЧУГУНОВА Е.С.";"author";1;"#D01702"
"13541";45;-0,12454882;-15,73692;"ЧАБДАРОВ Ш.М.";"author";1;"#BA6687"
"13542";19;-28,458858;-19,967308;"ЭМИНОВ Б.Ф.";"author";1;"#BBDF60"
"13543";45;5,185751;-6,9498925;"ЗАХАРОВ В.М.";"author";1;"#BA6687"
"13544";39;30,80743;-9,652494;"АБРАМОВ Н.А.";"author";1;"#BADC31"
"13545";17;59,587856;15,190321;"SOLDATOV I.V.";"author";1;"#BB425B"
"13546";17;59,587708;15,190302;"PAVLOV A.S.";"author";1;"#BB425B"
"13547";17;59,58775;15,190221;"KSENOFONTOV D.V.";"author";1;"#BB425B"
"13548";17;59,587856;15,190321;"KHARLAMPIDI K.E.";"author";1;"#BB425B"
"13549";17;59,587917;15,190168;"KARALIN E.A.";"author";1;"#BB425B"
"13550";17;59,587837;15,190254;"ABRAMOV A.G.";"author";1;"#BB425B"
"13551";38;-14,808193;41,439404;"ГУРЕВИЧ ВИКТОР АЛЕКСАНДРОВИЧ";"author";1;"#BA9705"
"13552";45;-0,19834584;-20,29224;"БРЕХОВСКИХ ПАВЕЛ ВАЛЕНТИНОВИЧ";"author";1;"#BA6687"
"13553";42;7,3760157;52,70551;"СПИРИДОНОВА Л.Н.";"author";1;"#BAABB3"
"13554";10;-5,090236;9,931963;"ДЕГТЯРЕВ Г.Л.";"author";1;"#E100A5"
"13555";34;-20,164667;53,537117;"ВОДОЛАЖСКАЯ Е.Л.";"author";1;"#BA8458"
"13556";26;3,1797838;2,244546;"МАЛИВАНОВ Н.Н.";"author";1;"#BBC18F"
"13557";10;-2,343119;23,19029;"ДАНИЛАЕВ ДМИТРИЙ ПЕТРОВИЧ";"author";1;"#E100A5"
"13558";16;14,833255;-7,448838;"СОЙКО АЛЕКСЕЙ ИГОРЬЕВИЧ";"author";1;"#BBFD30"
"13559";16;23,08259;-8,453095;"КАРАТАЕВ Р.Н.";"author";1;"#BBFD30"
"13560";10;2,2371955;18,27965;"СМИРНОВА ГУЛЬНАРА СЕРГЕЕВНА";"author";1;"#E100A5"
"13561";40;4,89555;15,66676;"САБИТОВ ШАМИЛЬ РУСТЭМОВИЧ";"author";1;"#BA0DAE"
"13562";49;-32,952827;16,759033;"САБИТОВ РУСТЭМ АДИЕВИЧ";"author";1;"#BADDC8"
"13563";28;26,63032;9,965352;"КОРОБКОВА Е.А.";"author";1;"#BB3739"
"13564";4;-19,901953;-51,6579;"AMINOV N.A.M.";"author";1;"#E10291"
"13565";18;-22,076174;39,522766;"ДАРАГАН А.В.";"author";1;"#BB9A34"
"13566";39;32,67944;-4,0081205;"ШАКИРОВА Э.Р.";"author";1;"#BADC31"
"13567";39;33,933285;-2,8088603;"ГАЙСИН Ф.М.";"author";1;"#BADC31"
"13568";32;31,914991;-15,00447;"ГАЙСИН АЛ. Ф.";"author";1;"#BAE753"
"13569";10;-4,2899175;22,289648;"САРКИН А.В.";"author";1;"#E100A5"
"13570";48;-0,5095591;-34,595753;"НУРИЕВ М.Г.";"author";1;"#BA999D"
"13571";33;-21,274385;3,9113002;"МАРТЮГИН ДМИТРИЙ АЛЕКСАНДРОВИЧ";"author";1;"#BA2B7F"
"13572";33;-21,274336;3,9113157;"ВОРОНОВА В.В.";"author";1;"#BA2B7F"
"13573";45;4,693306;-14,573873;"ЕВДОКИМОВ Ю.К.";"author";1;"#BA6687"
"13574";27;-18,563513;30,259716;"ЧАСТУХИНА ВАЛЕНТИНА АНАТОЛЬЕВНА";"author";1;"#BB06BB"
"13575";44;-9,102417;-41,625835;"РОМАНОВ А.Г.";"author";1;"#BA215C"
"13576";0;-29,696466;27,246992;"ХАБИБУЛЛИН Х.Х.";"author";1;"#D01702"
"13577";21;7,915549;32,640812;"ГАЙНУЛЛИН Д.В.";"author";1;"#BB5509"
"13578";16;23,71843;-12,215406;"ГАЛИМОВ Э.Р.";"author";1;"#BBFD30"
"13579";32;33,799156;-13,698476;"РУСЯЕВ Н.Н.";"author";1;"#BAE753"
"13580";43;13,420798;48,949577;"РУСЯЕВ И.Н.";"author";1;"#BAF0DE"
"13581";35;43,873795;-40,54553;"ГУМЕРОВ Ф.М.";"author";1;"#BAC983"
"13582";35;43,87381;-40,54566;"ГАЛЛЯМОВ РУСТАМ ФАИЛОВИЧ";"author";1;"#BAC983"
"13583";35;43,873867;-40,54548;"ГАБИТОВ Ф.Р.";"author";1;"#BAC983"
"13584";37;-4,7097425;-4,6354055;"НАЗАРОВ А.Е.";"author";1;"#BA3F2C"
"13585";21;7,6455965;35,23743;"КЛИМЕНКО НИКОЛАЙ НИКОЛАЕВИЧ";"author";1;"#BB5509"
"13586";3;-33,51732;2,4731455;"ТУТУБАЛИН ПАВЕЛ ИННОКЕНТЬЕВИЧ";"author";1;"#FC1B17"
"13587";6;-0,244339;31,787376;"ГАФИЯТОВ И.З.";"author";1;"#00A5E1"
"13588";38;-19,56424;43,493874;"ФАТЫХОВА Л.И.";"author";1;"#BA9705"
"13589";20;8,507197;-39,755417;"ШУБКИН И.М.";"author";1;"#BB10DD"
"13590";1;13,231539;-27,370455;"НУРУЛЛИН Э.Э.";"author";1;"#54BD01"
"13591";30;-42,97634;19,289026;"ШАМОВ В.А.";"author";1;"#BA70AA"
"13592";21;9,621158;27,457804;"ГАТИЯТУЛЛИН Р.Р.";"author";1;"#BB5509"
"13593";10;-0,85896623;20,344854;"МУРАВЬЁВА Е.В.";"author";1;"#E100A5"
"13594";45;5,2459407;-14,616977;"СЕДЕЛЬНИКОВ Ю.Е.";"author";1;"#BA6687"
"13595";27;-11,886121;32,182568;"БАГАУТДИНОВА А.З.";"author";1;"#BB06BB"
"13596";40;6,6781373;22,979311;"ФАЙРУШИНА МАРИНА АНАТОЛЬЕВНА";"author";1;"#BA0DAE"
"13597";42;-5,576925;54,247242;"ДЬЯЧЕНКО ЛИАНА ИНСАФОВНА";"author";1;"#BAABB3"
"13598";11;-9,332677;51,180935;"ИЛГАМОВА Э.З.";"author";1;"#A500E1"
"13599";6;-6,2811894;35,302048;"МАКАРОВА О.В.";"author";1;"#00A5E1"
"13600";0;-33,441902;21,293367;"ЧЕПУШТАНОВ С.В.";"author";1;"#D01702"
"13601";12;-15,250592;-25,558372;"ПАРТС Я.А.";"author";1;"#A020F0"
"13602";20;12,575039;-34,66847;"ПОРТНОЙ В.А.";"author";1;"#BB10DD"
"13603";19;-36,53131;-25,894327;"РАЙКОВ А.А.";"author";1;"#BBDF60"
"13604";26;4,2344255;-5,7919106;"ПЕСОШИН АНДРЕЙ АЛЕКСЕЕВИЧ";"author";1;"#BBC18F"
"13605";12;-17,740671;-35,8206;"МУХАМЕДОВ А.М.";"author";1;"#A020F0"
"13606";27;-11,28641;22,8801;"ЕВДОКИМОВ С.Ю.";"author";1;"#BB06BB"
"13607";31;7,7923326;-55,47578;"ЯКОВЛЕВ Е.В.";"author";1;"#BAB5D5"
"13608";6;3,7891593;29,237478;"ХАЙДАРОВ РАМИС РАМИЛОВИЧ";"author";1;"#00A5E1"
"13609";3;-29,286312;-6,755499;"ДУПЛИК СЕРГЕЙ ВЯЧЕСЛАВОВИЧ";"author";1;"#FC1B17"
"13610";3;-39,758373;-7,1333666;"ПИСКУНОВ А.А.";"author";1;"#FC1B17"
"13611";34;-30,722307;55,193;"НАГИМОВА А.А.";"author";1;"#BA8458"
"13612";48;-4,147511;-26,288353;"ФИЛИМОНОВ А.С.";"author";1;"#BA999D"
"13613";26;11,965157;-1,6204568;"МОРОЗОВ Г.А.";"author";1;"#BBC18F"
"13614";5;43,11608;-24,25758;"ГРИШИН С.Н.";"author";1;"#00E1E1"
"13615";41;-22,408144;-14,250572;"ТЕРЕЩУК В.С.";"author";1;"#BA52DA"
"13616";16;15,066503;-13,758455;"СТАРИКОВ А.В.";"author";1;"#BBFD30"
"13617";33;-26,124363;5,303856;"ВАЛИУЛЛОВ А.";"author";1;"#BA2B7F"
"13618";1;15,024409;-17,246044;"КАРИМОВА Г.Г.";"author";1;"#54BD01"
"13619";39;35,894947;1,2070099;"ШАЙХИЕВ И.Г.";"author";1;"#BADC31"
"13620";48;2,5876532;-28,481007;"КАРАМОВ Ф.А.";"author";1;"#BA999D"
"13621";25;27,682598;-40,92391;"ГОРБУНОВ И.А.";"author";1;"#BB68B6"
"13622";19;-30,87324;-29,40408;"СУЛЕЙМАНОВ САМИР САБИРОВИЧ";"author";1;"#BBDF60"
"13623";21;19,802605;34,71626;"ГИМАДИЕВ Р.Д.";"author";1;"#BB5509"
"13624";21;19,802605;34,71626;"АЗИТОВ БАХТИЕР";"author";1;"#BB5509"
"13625";49;-41,05423;12,607755;"БЕЛОУСОВА Н.В.";"author";1;"#BADDC8"
"13626";23;-21,236841;16,587008;"МИФТАХУТДИНОВА Ф.Р.";"author";1;"#BBF20D"
"13627";42;5,260903;51,69652;"ГАЛИМУЛЛИНА Н.М.";"author";1;"#BAABB3"
"13628";45;-0,6471725;-16,135485;"ГАЙНУТДИНОВ В.Г.";"author";1;"#BA6687"
