"";"cluster";"x";"y";"entity";"entity_type";"size";"color"
"1";26;6,0910645;-1,212082;"Коррозийная стойкость, прочность авиационных материалов и конструкций (металлических и композиционных)";"research_area";1;"#BBC18F"
"2";26;8,594464;-1,7103008;"Аэродинамика воздушного винта";"research_area";1;"#BBC18F"
"3";26;7,5900917;-0,3769755;"Динамика полета";"research_area";1;"#BBC18F"
"4";26;7,751427;-1,720011;"Аэроакустика";"research_area";1;"#BBC18F"
"5";26;9,754671;-0,69791955;"Газовая динамика";"research_area";1;"#BBC18F"
"6";45;10,461006;-10,310982;"Аэродинамика";"research_area";1;"#BA6687"
"7";26;9,122393;0,34869182;"Сверхзвуковое и гиперзвуковое обтекание тел";"research_area";1;"#BBC18F"
"8";16;19,04337;-7,709665;"Аэродинамика крыла";"research_area";1;"#BBFD30"
"9";6;5,707883;26,406416;"Гидродинамика";"research_area";1;"#00A5E1"
"10";32;28,139938;-20,172468;"Безопасность полетов при обледенении";"research_area";1;"#BAE753"
"11";26;9,418212;-0,546487;"Испытания авиационного двигателя (прочностные характеристики, ресурсные показатели и т.д.)";"research_area";1;"#BBC18F"
"12";27;-8,605549;22,312157;"Управление развитием предприятия отрасли";"research_area";1;"#BB06BB"
"13";33;-26,399445;0,6298204;"Моделирование аэродинамических процессов";"research_area";1;"#BA2B7F"
"14";5;38,018307;-27,981068;"Неравновесные и высокотемпературные течения газов";"research_area";1;"#00E1E1"
"15";26;8,677567;-0,2668437;"Турбулентные потоки в двигательной установке";"research_area";1;"#BBC18F"
"16";10;-2,2743309;19,408936;"Общеэкономические вопросы";"research_area";1;"#E100A5"
"17";39;35,94249;-8,051898;"Эксплуатационные свойства алюминиевых сплавов";"research_area";1;"#BADC31"
"18";45;10,312025;-13,263164;"Управление пограничным слоем";"research_area";1;"#BA6687"
"19";26;2,8110538;-0,09717191;"Моделирование воздушного движения";"research_area";1;"#BBC18F"
"20";26;5,514449;-1,2397592;"Техническое зрение";"research_area";1;"#BBC18F"
"21";29;-39,429985;45,909855;"Топлива для атмосферных авиационных двигателей";"research_area";1;"#BB7C64"
"22";26;0,19382252;4,3873625;"Сертификация летательного аппарата (стендовые испытания)";"research_area";1;"#BBC18F"
"23";26;8,053677;0,23797382;"Процессы горения топлива в камере сгорания двигательной установки";"research_area";1;"#BBC18F"
"24";15;-12,176276;-14,635451;"Вибрационное воздействие";"research_area";1;"#87CEEB"
"25";26;5,021857;-1,8458502;"Трехмерное моделирование, цифровые модели";"research_area";1;"#BBC18F"
"26";26;4,6431036;-2,9117105;"Обработка изображений";"research_area";1;"#BBC18F"
"27";26;2,596022;-2,7833242;"Навигация, наведение и управление";"research_area";1;"#BBC18F"
"28";26;7,652251;-0,14732128;"Математическое моделирование функционирования ад (газодинамические процессы, прочностные исследования, формирование облика СУ, оптимизация рабочих процессов, неметаллический двигатель, система управления рабочих процессов как двигателя в целом, так и отдельных элементов и т.д.)";"research_area";1;"#BBC18F"
"29";26;1,5533571;-0,9882111;"Визуализация результатов работы сложных алгоритмов";"research_area";1;"#BBC18F"
"30";23;-17,030228;19,413963;"Нефтегазовая промышленность, малая энергетика";"research_area";1;"#BBF20D"
"31";26;6,8513203;-2,083044;"Испытание систем управления";"research_area";1;"#BBC18F"
"32";10;-3,0399623;10,871105;"Методы интеллектуального анализа данных";"research_area";1;"#E100A5"
"33";45;0,7250935;-15,180293;"Тепловое воздействие";"research_area";1;"#BA6687"
"34";16;24,09433;-11,448919;"Сварка и контроль качества";"research_area";1;"#BBFD30"
"35";26;-0,87067723;0,77331054;"Бортовые интеллектуальные системы";"research_area";1;"#BBC18F"
"36";15;-1,3709134;-8,779222;"Анализ и обработка речи";"research_area";1;"#87CEEB"
"37";28;13,98004;5,381964;"Архитектура бортовых вычислительных систем";"research_area";1;"#BB3739"
"38";36;-24,055801;-41,45191;"Радиолокационная информация и ее обработка";"research_area";1;"#BAFA01"
"39";16;18,075888;-11,181821;"Экология";"research_area";1;"#BBFD30"
"40";26;1,17865;-0,92793864;"Системы управления, системы поддержки принятия решений";"research_area";1;"#BBC18F"
"41";28;16,89085;10,858878;"Системный анализ, исследование операций, теория оптимизации";"research_area";1;"#BB3739"
"42";26;7,435515;9,558657;"Авионика";"research_area";1;"#BBC18F"
"43";46;29,413107;16,944628;"Смазочные материалы";"research_area";1;"#BA22F4"
"44";15;-2,7729204;-9,611504;"Организация процесса сверхзвукового горения при различных условиях гиперзвукового полета";"research_area";1;"#87CEEB"
"45";46;36,277466;16,062866;"Экология авиационного двигателя";"research_area";1;"#BA22F4"
"46";10;-7,780236;20,005972;"Надежность систем управления";"research_area";1;"#E100A5"
"47";41;-15,544235;-13,554495;"Приводы систем управления";"research_area";1;"#BA52DA"
"48";6;-4,4168644;29,518982;"Общетехнические вопросы";"research_area";1;"#00A5E1"
"49";23;-18,27087;19,130312;"Системы управления вооружением";"research_area";1;"#BBF20D"
"50";39;32,128197;-5,3011723;"Метрология и измерения";"research_area";1;"#BADC31"
"51";26;8,437326;-1,2439913;"СибНИИА";"org";1;"#BBC18F"
"52";26;8,122399;0,56784827;"МГТУ ГА";"org";1;"#BBC18F"
"53";26;8,002643;0,7633817;"Самарский НИУ им. акад. С.П. Королева";"org";1;"#BBC18F"
"54";26;7,9693766;0,48439637;"МАИ";"org";1;"#BBC18F"
"55";26;7,8632894;0,6444514;"ЦИАМ";"org";1;"#BBC18F"
"56";26;7,889573;0,24118069;"МФТИ";"org";1;"#BBC18F"
"57";26;8,104704;0,6396113;"ВИАМ";"org";1;"#BBC18F"
"58";26;8,044725;0,22711433;"МГТУ им. Н.Э. Баумана";"org";1;"#BBC18F"
"59";26;7,6724114;-0,24151258;"ГКНПЦ им. М.В.Хруничева";"org";1;"#BBC18F"
"60";26;7,201132;1,7532909;"ЦАГИ";"org";1;"#BBC18F"
"61";26;7,4603233;0,33713695;"ГосНИИАС";"org";1;"#BBC18F"
"62";26;8,09056;1,0305722;"Казанский НИТУ им. А.Н. Туполева-КАИ";"org";1;"#BBC18F"
"63";26;7,872914;0,51821125;"ЦНИИмаш";"org";1;"#BBC18F"
"64";40;5,4131994;19,422215;"СПБГУ ГА";"org";1;"#BA0DAE"
"65";26;8,004177;-0,3251577;"ГосНИИ ГА";"org";1;"#BBC18F"
"66";26;8,038867;0,76318204;"Военный Учебно-Научный Центр ВВС Военно-Воздушная Академия им. проф. Н.Е. Жуковского и Ю.А. Гагарина";"org";1;"#BBC18F"
"67";26;8,024715;0,59324324;"УГАТУ";"org";1;"#BBC18F"
"68";26;7,847914;0,3777337;"Исследовательский Центр им. М.В. Келдыша";"org";1;"#BBC18F"
"69";26;5,302724;1,9286175;"Летно-Исследовательский Институт им. М.М. Громова";"org";1;"#BBC18F"
"70";26;7,425921;-1,3212827;"ОАО компания ""Сухой""";"org";1;"#BBC18F"
"71";16;15,792742;-4,239354;"ВПК НПО Машиностроения";"org";1;"#BBFD30"
"72";46;40,441673;10,18129;"ААК Прогресс";"org";1;"#BA22F4"
"73";26;9,836707;-0,8663267;"национальный институт авиационных технологий";"org";1;"#BBC18F"
"74";26;7,9054165;-0,1737235;"научно-производственное объединение им. с.а. лавочкина";"org";1;"#BBC18F"
"75";41;-20,525778;-5,9206305;"АО УННП Молния";"org";1;"#BA52DA"
"76";20;13,191995;-38,91992;"ГкНИПАС";"org";1;"#BB10DD"
"77";32;27,339857;-12,218363;"РУДЗЕЙ Г.Ф.";"author";1;"#BAE753"
"78";26;10,453912;-0,4350737;"СТЕПАНОВА Л.Н.";"author";1;"#BBC18F"
"79";26;5,7358356;-5,9967647;"РАМАЗАНОВ И.С.";"author";1;"#BBC18F"
"80";26;10,601878;-0,20446052;"КАБАНОВ С.И.";"author";1;"#BBC18F"
"81";3;-30,639326;-4,2665324;"АКИМОВ М.А.";"author";1;"#FC1B17"
"82";10;-0,3573559;15,50962;"СЕРЬЕЗНОВ А.Н.";"author";1;"#E100A5"
"83";33;-19,559479;4,6579003;"БРАГИН А.А.";"author";1;"#BA2B7F"
"84";16;20,24478;-15,11804;"КОЖЕМЯКИН В.Л.";"author";1;"#BBFD30"
"85";5;35,06925;-32,5282;"ТИХОНРАВОВ А.Б.";"author";1;"#00E1E1"
"86";26;11,334066;-0,78540933;"ЛЕБЕДЕВ Е.Ю.";"author";1;"#BBC18F"
"87";16;18,287703;-11,061915;"КУЛИКОВ Е.Н.";"author";1;"#BBFD30"
"88";0;-26,439846;18,705904;"ПОЛЕТАЕВ ИЛЬЯ АНДРЕЕВИЧ";"author";1;"#D01702"
"89";7;28,43569;-48,94438;"РЫНГАЧ НИКОЛАЙ АНАТОЛЬЕВИЧ";"author";1;"#E19239"
"90";33;-25,43968;8,896397;"АНТЫСЕВ ИВАН ЮРЬЕВИЧ";"author";1;"#BA2B7F"
"91";12;-11,7842655;-24,499245;"КАНИФАДИН ИЛЬЯ СЕРГЕЕВИЧ";"author";1;"#A020F0"
"92";47;-52,668495;-14,215117;"БАРДАЕВ П.П.";"author";1;"#BA671F"
"93";36;-36,934048;-36,322342;"СИЛАНТЬЕВ В.А.";"author";1;"#BAFA01"
"94";24;-48,116283;-18,958847;"ПИСЧАСОВ В.М.";"author";1;"#BB248B"
"95";26;10,701069;-4,1473494;"ЧЕРКАСОВА Н.И.";"author";1;"#BBC18F"
"96";45;8,192152;-14,351643;"НАДЕЙКИНА Л.А.";"author";1;"#BA6687"
"97";0;-34,093124;24,343924;"МЫМРИН ВЛАДИМИР АНАТОЛЬЕВИЧ";"author";1;"#D01702"
"98";26;6,370582;-3,839515;"БЕРНС В.А.";"author";1;"#BBC18F"
"99";4;-11,290254;-51,796368;"ОГНЯНОВА ТАТЬЯНА СЕРГЕЕВНА";"author";1;"#E10291"
"100";16;15,814425;-3,3228083;"БЕЛОВ ВАСИЛИЙ КИРИЛЛОВИЧ";"author";1;"#BBFD30"
"101";30;-52,786484;21,692532;"КОЛЕВАТОВ ЮРИЙ ВИТАЛЬЕВИЧ";"author";1;"#BA70AA"
"102";14;-50,539173;3,7924826;"КОВАЛЕНКО АЛЕКСЕЙ ГАВРИЛОВИЧ";"author";1;"#008000"
"103";28;26,976492;14,788661;"БАРСУК В.Е.";"author";1;"#BB3739"
"104";45;-0,044575155;-18,228136;"НИКОЛАЕВ ВЛАДИМИР НИКОЛАЕВИЧ";"author";1;"#BA6687"
"105";10;3,2133622;12,644069;"МАЛЕНКОВА В.В.";"author";1;"#E100A5"
"106";35;48,243904;-44,12875;"ЛИХАНСКИЙ ПАВЕЛ МИХАЙЛОВИЧ";"author";1;"#BAC983"
"107";22;54,716618;-26,079967;"ПЕТРОВА Е.С.";"author";1;"#BBADE2"
"108";21;13,494475;27,174654;"СИДЕНКО ДЕНИС ЕВГЕНЬЕВИЧ";"author";1;"#BB5509"
"109";22;50,08993;-22,72042;"СТАНКОЙ МАРИНА АНТОНОВНА";"author";1;"#BBADE2"
"110";5;41,76313;-37,0432;"МИЙЧЕНКО И.П.";"author";1;"#00E1E1"
"111";32;27,3782;-16,18428;"БУХАРОВ С.В.";"author";1;"#BAE753"
"112";28;28,87469;4,129972;"РОССИХИН А.А.";"author";1;"#BB3739"
"113";25;16,655159;-35,904003;"ДРУЖИНИН Я.М.";"author";1;"#BB68B6"
"114";28;22,968931;1,5114757;"MILESHIN V.I.";"author";1;"#BB3739"
"115";26;12,383016;-2,1610613;"МАГЕРРАМОВА Л.А.";"author";1;"#BBC18F"
"116";36;-36,151592;-33,37487;"КОЛОТНИКОВ МИХАИЛ ЕФИМОВИЧ";"author";1;"#BAFA01"
"117";32;28,353924;-10,105454;"ГОЛУБОВСКИЙ Е.Р.";"author";1;"#BAE753"
"118";32;32,71722;-19,65334;"ВОЛКОВ М.Е.";"author";1;"#BAE753"
"119";26;5,295633;0,43501282;"ВАСИЛЬЕВ БОРИС ЕВГЕНЬЕВИЧ";"author";1;"#BBC18F"
"120";49;-29,932394;12,202437;"ЭЗРОХИ ЮРИЙ АЛЕКСАНДРОВИЧ";"author";1;"#BADDC8"
"121";37;-1,6333528;-1,5587871;"МОРОЗОВ В.В.";"author";1;"#BA3F2C"
"122";26;8,967614;3,553247;"SHARIPOV A.S.";"author";1;"#BBC18F"
"123";26;12,882961;5,705318;"PELEVKIN A.V.";"author";1;"#BBC18F"
"124";26;10,044789;3,3796432;"LOUKHOVITSKI B.I.";"author";1;"#BBC18F"
"125";16;22,594263;-10,754963;"МИРОНОВ А.К.";"author";1;"#BBFD30"
"126";26;10,943871;5,4695163;"КРАШЕНИННИКОВ С.Ю.";"author";1;"#BBC18F"
"127";16;20,244482;-10,283014;"БЕНДЕРСКИЙ Л.А.";"author";1;"#BBFD30"
"128";26;9,4044485;-1,374956;"ЛЕПЕШКИН АЛЕКСАНДР РОАЛЬДОВИЧ";"author";1;"#BBC18F"
"129";26;10,808927;-2,005113;"ТРЕТЬЯКОВ В.В.";"author";1;"#BBC18F"
"130";26;7,0721517;-5,386861;"ТОКТАЛИЕВ П.Д.";"author";1;"#BBC18F"
"131";16;16,172653;-8,165455;"СВИРИДЕНКОВ А.А.";"author";1;"#BBFD30"
"132";26;6,990042;-5,648132;"ЯКУБОВСКИЙ К.Я.";"author";1;"#BBC18F"
"133";16;13,589863;-11,003242;"ЛЕБЕДЕВ А.Б.";"author";1;"#BBFD30"
"134";10;-2,8002532;10,991515;"ХАРЬКОВСКИЙ С.В.";"author";1;"#E100A5"
"135";26;13,461735;0,856597;"ПЕТУХОВ А.Н.";"author";1;"#BBC18F"
"136";1;9,235774;-24,847618;"ТОЛОРАЙЯ В.Н.";"author";1;"#54BD01"
"137";36;-42,811077;-39,233337;"ОСТРОУХОВА Г.А.";"author";1;"#BAFA01"
"138";26;6,5893564;3,2116587;"ДЖАМАЙ ЕКАТЕРИНА ВИКТОРОВНА";"author";1;"#BBC18F"
"139";32;24,414165;-14,247395;"БЫЧКОВ Н.Г.";"author";1;"#BAE753"
"140";16;15,741108;-15,932007;"ИЛЬИНСКАЯ О.И.";"author";1;"#BBFD30"
"141";19;-33,123043;-13,988274;"KHANYAN G.S.";"author";1;"#BBDF60"
"142";6;3,372238;27,165073;"ФАВОРСКИЙ О.Н.";"author";1;"#00A5E1"
"143";26;10,0233755;3,1700234;"ТИТОВА Н.С.";"author";1;"#BBC18F"
"144";26;10,191822;3,2370677;"СТАРИК А.М.";"author";1;"#BBC18F"
"145";38;-8,327476;44,52517;"SAVELIEVA V.A.";"author";1;"#BA9705"
"146";36;-28,116127;-33,49119;"СИВЕРСКИЙ А.С.";"author";1;"#BAFA01"
"147";40;4,9096127;12,368109;"СВИНАРЕВА М.С.";"author";1;"#BA0DAE"
"148";35;48,372684;-45,51457;"ЧЕСТНЫХ А.О.";"author";1;"#BAC983"
"149";16;20,449434;-9,122279;"ЛЮБИМОВ Д.А.";"author";1;"#BBFD30"
"150";40;5,4276943;24,718376;"НОЖНИЦКИЙ Ю.А.";"author";1;"#BA0DAE"
"151";26;8,097051;4,7265453;"САВЕЛЬЕВ А.М.";"author";1;"#BBC18F"
"152";33;-24,759958;-0,7993624;"ЭЗРОХИ Ю.А.";"author";1;"#BA2B7F"
"153";40;4,605346;19,68097;"ФОКИН ДАНИИЛ БОРИСОВИЧ";"author";1;"#BA0DAE"
"154";10;-10,030926;18,93404;"СЕЛИВАНОВ ОЛЕГ ДМИТРИЕВИЧ";"author";1;"#E100A5"
"155";7;18,26073;-45,624268;"КАЛИНИН Д.В.";"author";1;"#E19239"
"156";20;5,203705;-43,84822;"ГУДКОВ Н А.";"author";1;"#BB10DD"
"157";45;11,268779;-14,058441;"СТЕПАНОВ В.А.";"author";1;"#BA6687"
"158";16;9,8487625;-6,4682546;"ПОТЕХИНА И.В.";"author";1;"#BBFD30"
"159";28;21,130026;0,018412061;"МАКАРОВ А.Ю.";"author";1;"#BB3739"
"160";39;34,479836;-2,0625134;"VINOGRADOV V.A.";"author";1;"#BADC31"
"161";32;27,63128;-16,551176;"СИЛЬЧЕНКО О.Б.";"author";1;"#BAE753"
"162";46;32,709766;11,233483;"БЕЛОВА ВАЛЕРИЯ ГЕННАДЬЕВНА";"author";1;"#BA22F4"
"163";30;-46,256775;23,090656;"САМСОНОВА А.Б.";"author";1;"#BA70AA"
"164";26;8,613009;0,79466814;"КАРИМБАЕВ Т.Д.";"author";1;"#BBC18F"
"165";26;8,863631;1,0679455;"ЯНОВСКИЙ Л.С.";"author";1;"#BBC18F"
"166";16;17,514814;-1,3971715;"ПОПОВ И.М.";"author";1;"#BBFD30"
"167";16;16,801773;-2,0737455;"МОЛОКАНОВ А.А.";"author";1;"#BBFD30"
"168";40;2,4598973;20,899971;"ЕЖОВ ВАСИЛИЙ МИХАЙЛОВИЧ";"author";1;"#BA0DAE"
"169";16;16,529114;-1,7412846;"ВАРЛАМОВА Н.И.";"author";1;"#BBFD30"
"170";33;-22,404032;3,9088812;"SALNIKOV A.";"author";1;"#BA2B7F"
"171";1;5,939542;-23,481047;"ШОРСТОВ В.А.";"author";1;"#54BD01"
"172";16;14,630285;-11,648437;"СЕРЕБРЯКОВ НИКОЛАЙ НИКОЛАЕВИЧ";"author";1;"#BBFD30"
"173";15;-7,7251186;-22,622328;"САЛЬНИКОВ АНТОН ВЛАДЕЛИНОВИЧ";"author";1;"#87CEEB"
"174";16;16,091982;-15,092971;"SHORR BORIS F.";"author";1;"#BBFD30"
"175";23;-11,928445;13,666335;"FROLOV V.";"author";1;"#BBF20D"
"176";10;-0,8492249;10,408171;"СВЕРДЛОВ Е.Д.";"author";1;"#E100A5"
"177";40;6,028797;16,654459;"ДУБОВИЦКИЙ А.Н.";"author";1;"#BA0DAE"
"178";40;6,84105;15,438355;"ВЕДЕШКИН Г.К.";"author";1;"#BA0DAE"
"179";7;28,606426;-50,68072;"ЧЕЛЕБЯН ОГАНЕС ГРАЧЬЯЕВИЧ";"author";1;"#E19239"
"180";16;23,407217;-11,373641;"МАСЛОВ В.П.";"author";1;"#BBFD30"
"181";40;17,232475;20,726387;"ЛОГИНОВА А.А.";"author";1;"#BA0DAE"
"182";24;-50,652714;-25,312311;"ХОРЕВА Е.А.";"author";1;"#BB248B"
"183";8;42,02304;29,405348;"CHESTNYH ALEXANDRA";"author";1;"#FF69B4"
"184";12;-25,578506;-31,167742;"ШЛЯКОТИН ВЛАДИМИР ЕФИМОВИЧ";"author";1;"#A020F0"
"185";12;-25,578506;-31,167742;"ГОРБАЧЕВ ВЛАДИМИР НИКОЛАЕВИЧ";"author";1;"#A020F0"
"186";16;19,97783;-8,529422;"SHIKHMAN Y.M.";"author";1;"#BBFD30"
"187";7;24,323044;-52,108166;"КРУЧКОВ С.В.";"author";1;"#E19239"
"188";39;28,57466;-6,525781;"ШАДРИН ДМИТРИЙ ВЛАДИМИРОВИЧ";"author";1;"#BADC31"
"189";48;3,5891857;-24,776873;"МЕЛЬНИКОВА Г.В.";"author";1;"#BA999D"
"190";7;13,078252;-49,934288;"БОРТНИКОВ АНДРЕЙ ДМИТРИЕВИЧ";"author";1;"#E19239"
"191";9;56,135983;0,92470366;"УШАКОВА Е.С.";"author";1;"#008080"
"192";9;56,135983;0,92470366;"ПОЛЯНСКИЙ А.Р.";"author";1;"#008080"
"193";28;20,033949;11,183707;"ЦЕРЕТЕЛИ АКАКИЙ АРТАШЕВИЧ";"author";1;"#BB3739"
"194";40;4,367157;18,630627;"LANSHIN A.I.";"author";1;"#BA0DAE"
"195";8;40,584217;32,52458;"ОСИПОВ ИВАН ВИТАЛЬЕВИЧ";"author";1;"#FF69B4"
"196";16;17,755306;-1,9450113;"ХАЛЕЦКИЙ Ю.Д.";"author";1;"#BBFD30"
"197";32;25,824581;-18,460838;"POCHKIN Y.";"author";1;"#BAE753"
"198";31;4,3062105;-62,602562;"ХУДЯКОВА А.Д.";"author";1;"#BAB5D5"
"199";26;5,6736655;-5,3775105;"ТЕМИС Ю.М.";"author";1;"#BBC18F"
"200";4;-21,866234;-43,60335;"МАКАРОВ В.Е.";"author";1;"#E10291"
"201";26;7,793713;-3,7138035;"ПРУДНИКОВ АЛЕКСАНДР ГРИГОРЬЕВИЧ";"author";1;"#BBC18F"
"202";17;57,836452;19,31048;"KOROVKIN V.D.";"author";1;"#BB425B"
"203";2;25,18577;17,916855;"ШЕЛГУНОВ Е.Ю.";"author";1;"#0088AE"
"204";10;-2,5269606;7,5485396;"ПОЛЕВ А.С.";"author";1;"#E100A5"
"205";39;31,944366;-5,291297;"МЫШЕНКОВ Е.В.";"author";1;"#BADC31"
"206";43;18,324406;41,104942;"ПОЛИНОВСКИЙ ВЛАДИСЛАВ ПЕТРОВИЧ";"author";1;"#BAF0DE"
"207";28;26,720121;2,7538605;"ПЕТРОКОВСКИЙ С.А.";"author";1;"#BB3739"
"208";10;-0,4523858;9,665596;"БАХВАЛОВ ЮРИЙ ОЛЕГОВИЧ";"author";1;"#E100A5"
"209";33;-25,910006;-1,0465636;"ШЕНКИН А.В.";"author";1;"#BA2B7F"
"210";24;-43,730095;-20,423447;"КАРПОВ Е.В.";"author";1;"#BB248B"
"211";20;4,279626;-44,273327;"БАШКИРОВ И.Г.";"author";1;"#BB10DD"
"212";26;8,725393;1,5881015;"ЧАБАНОВ ВЛАДИМИР АЛЕКСАНДРОВИЧ";"author";1;"#BBC18F"
"213";26;7,480311;9,431544;"ФЕДОСОВ Е.А.";"author";1;"#BBC18F"
"214";14;-56,080605;12,379047;"СЛАТИН АЛЕКСАНДР ВАЛЕРЬЕВИЧ";"author";1;"#008000"
"215";40;5,540824;21,492338;"МУРАВЛЕВ СЕРГЕЙ ПЕТРОВИЧ";"author";1;"#BA0DAE"
"216";26;10,66124;9,221097;"КУЛЯСОВ ВАЛЕРИЙ МИХАЙЛОВИЧ";"author";1;"#BBC18F"
"217";21;7,4683704;35,868923;"ВИШНЯКОВА ЛАРИСА ВЛАДИМИРОВНА";"author";1;"#BB5509"
"218";26;8,863095;1,8011831;"БЕЛКИН ВЛАДИМИР НИКОЛАЕВИЧ";"author";1;"#BBC18F"
"219";13;4,431263;43,53219;"СЕЛИВАНОВ О.Д.";"author";1;"#C0C0C0"
"220";37;-3,1285288;6,8925037;"ЛУКОВНИКОВ А.В.";"author";1;"#BA3F2C"
"221";34;-28,584044;60,901863;"ВАРДАНЯН Р.А.";"author";1;"#BA8458"
"222";26;1,7742666;4,5970364;"ШАБАЛИНСКАЯ Л.А.";"author";1;"#BBC18F"
"223";20;8,719476;-35,797146;"ЛЕВИН ВАДИМ МИХАЙЛОВИЧ";"author";1;"#BB10DD"
"224";1;6,9643254;-24,474056;"КАРТОВИЦКИЙ ЛЕВ ЛЕОНИДОВИЧ";"author";1;"#54BD01"
"225";33;-25,876337;-3,8733428;"ХОРЕВА ЕЛЕНА АЛЕКСАНДРОВНА";"author";1;"#BA2B7F"
"226";27;-12,811502;26,436897;"КАЛЕНСКИЙ СЕРГЕЙ МИРОСЛАВОВИЧ";"author";1;"#BB06BB"
"227";26;12,959733;3,9531565;"БАЙКОВ А.В.";"author";1;"#BBC18F"
"228";26;8,825154;3,5205376;"АВЕРЬКОВ И.С.";"author";1;"#BBC18F"
"229";3;-39,778336;-2,4901571;"СУНЦОВ ПАВЕЛ СЕРГЕЕВИЧ";"author";1;"#FC1B17"
"230";26;7,538186;7,087111;"ЯНОВСКАЯ М.Л.";"author";1;"#BBC18F"
"231";26;4,4557695;6,671492;"АЛИЕВ И.Н.";"author";1;"#BBC18F"
"232";7;17,927721;-44,088387;"КОХАНОВА С.Я.";"author";1;"#E19239"
"233";26;8,101773;7,5053415;"АЛТУНИН К.В.";"author";1;"#BBC18F"
"234";26;7,7693424;7,5116367;"АЛТУНИН В.А.";"author";1;"#BBC18F"
"235";45;7,24564;-9,3846;"РАЗНОСЧИКОВ ВЛАДИМИР ВАЛЕНТИНОВИЧ";"author";1;"#BA6687"
"236";26;5,1336765;-2,3506768;"ТОРОХОВ С.А.";"author";1;"#BBC18F"
"237";26;9,425665;-1,8734493;"БЕЗГИН Л.В.";"author";1;"#BBC18F"
"238";26;11,471703;3,877545;"KOPCHENOV V.I.";"author";1;"#BBC18F"
"239";27;-15,809463;31,546864;"БРАЖНИКОВА Н.Б.";"author";1;"#BB06BB"
"240";26;8,480428;-1,1327946;"СИДОРОВ В.В.";"author";1;"#BBC18F"
"241";46;27,76092;17,090172;"МАЛИНИН А.А.";"author";1;"#BA22F4"
"242";1;7,86303;-22,647919;"ЛИХОДЕД А.И.";"author";1;"#54BD01"
"243";20;2,8729525;-46,58697;"БОНДАРЕНКО А.Ю.";"author";1;"#BB10DD"
"244";9;44,68732;1,3589965;"МАМЫШЕВ Д.Л.";"author";1;"#008080"
"245";8;42,246517;27,905104;"KUKSHINOV N.V.";"author";1;"#FF69B4"
"246";45;1,8567557;-10,077074;"ФЕДОРЕНКО Г.А.";"author";1;"#BA6687"
"247";19;-30,396307;-13,789171;"ОГОРОДНИКОВ О.В.";"author";1;"#BBDF60"
"248";45;1,79253;-10,168769;"АЛЬМЯШЕВ ИГОРЬ ЗИЕВИЧ";"author";1;"#BA6687"
"249";19;-30,396255;-13,789147;"ФОКИН Д.Б.";"author";1;"#BBDF60"
"250";26;-0,35023013;6,099175;"ТИЛЛЯЕВА Н.И.";"author";1;"#BBC18F"
"251";15;-3,766238;-10,557175;"ПЬЯНКОВ К.С.";"author";1;"#87CEEB"
"252";22;55,431404;-10,153538;"ЗАХАРОВ Н.Н.";"author";1;"#BBADE2"
"253";48;0,12426397;-21,821518;"МИНЕЕВ Б.И.";"author";1;"#BA999D"
"254";19;-33,192806;-24,657032;"ГОЛИКОВ ВЛАДИМИР АЛЕКСАНДРОВИЧ";"author";1;"#BBDF60"
"255";24;-50,560863;-34,661743;"ГУДКОВ Н.А.";"author";1;"#BB248B"
"256";24;-50,560863;-34,661743;"ЧЕРНЯТИН А.С.";"author";1;"#BB248B"
"257";43;13,642805;42,37999;"ИВАНОВ М.Я.";"author";1;"#BAF0DE"
"258";46;34,75956;8,376035;"ГУЛИЕНКО АНАТОЛИЙ ИВАНОВИЧ";"author";1;"#BA22F4"
"259";37;-2,3845303;4,8073735;"САВЕЛЬЕВ А.А.";"author";1;"#BA3F2C"
"260";26;6,0302305;5,979058;"АНИСИМОВ К.С.";"author";1;"#BBC18F"
"261";10;0,59900886;22,62851;"MIRZOYAN A.";"author";1;"#E100A5"
"262";48;0,3860269;-24,91184;"КОЖАРИНОВ Е.В.";"author";1;"#BA999D"
"263";31;7,9633856;-59,11039;"СЕДЕЛЬНИКОВ ВЛАДИМИР ВАСИЛЬЕВИЧ";"author";1;"#BAB5D5"
"264";22;49,56204;-7,0869837;"СВЕТЛАКОВ А.Л.";"author";1;"#BBADE2"
"265";22;49,562138;-7,086869;"ГУЛИМОВСКИЙ И.А.";"author";1;"#BBADE2"
"266";22;49,56187;-7,086894;"ВЕРБАНОВ И.С.";"author";1;"#BBADE2"
"267";32;27,316828;-13,36417;"ТУМАНОВ НИКОЛАЙ ВАГАНОВИЧ";"author";1;"#BAE753"
"268";32;30,624075;-20,642351;"КОЖАРИНОВ ЕГОР ВИКТОРОВИЧ";"author";1;"#BAE753"
"269";33;-25,664343;-1,0459554;"ЕВСТИГНЕЕВ А.А.";"author";1;"#BA2B7F"
"270";16;25,221817;-9,601873;"ДРЫГИН А.С.";"author";1;"#BBFD30"
"271";4;-23,602942;-56,14325;"СЕМЁНКИН ВЛАДИСЛАВ ГЛЕБОВИЧ";"author";1;"#E10291"
"272";47;-43,707928;-9,000884;"ОРЛОВА Е.П.";"author";1;"#BA671F"
"273";10;-8,932705;17,820786;"ЛАВРЕНТЬЕВ Ю.Л.";"author";1;"#E100A5"
"274";40;11,396254;9,366085;"ПЕТРОВ Н.И.";"author";1;"#BA0DAE"
