"";"cluster";"x";"y";"entity";"entity_type";"size";"color";"display"
"2705";32;-25,620872;-38,443233;"external_shoulder";"ngram";1;"#BAE753";"EXTERNAL SHOULDER"
"2706";8;-43,308876;-18,372665;"external_thread";"ngram";1;"#FF69B4";"EXTERNAL THREAD"
"2707";32;-26,209675;-40,10946;"external_threaded_portion";"ngram";1;"#BAE753";"EXTERNAL THREADED PORTION"
"2708";12;-29,314665;54,903538;"external_user";"ngram";1;"#A020F0";"EXTERNAL USER"
"2709";37;21,178404;-59,37253;"extract_outlet";"ngram";1;"#BA3F2C";"EXTRACT OUTLET"
"2710";38;10,606966;-80,866615;"extraction_duct";"ngram";1;"#BA9705";"EXTRACTION DUCT"
"2711";19;-20,639572;1,4477594;"extraction_force";"ngram";1;"#BBDF60";"EXTRACTION FORCE"
"2712";48;-14,666101;-3,7822704;"extraction_position";"ngram";1;"#BA999D";"EXTRACTION POSITION"
"2713";38;12,540355;-73,29107;"extraction_tube";"ngram";1;"#BA9705";"EXTRACTION TUBE"
"2714";30;38,11897;-20,737123;"extrusion_operation";"ngram";1;"#BA70AA";"EXTRUSION OPERATION"
"2715";31;54,161392;-36,930046;"extrusion_ratio";"ngram";1;"#BAB5D5";"EXTRUSION RATIO"
"2716";25;8,439738;20,75154;"eye_piece";"ngram";1;"#BB68B6";"EYE PIECE"
"2717";25;15,28539;21,841724;"eyepiece_lens";"ngram";1;"#BB68B6";"EYEPIECE LENS"
"2718";34;18,334742;-9,750267;"fabric_section";"ngram";1;"#BA8458";"FABRIC SECTION"
"2719";24;31,053772;-19,773592;"fabric_sheet";"ngram";1;"#BB248B";"FABRIC SHEET"
"2720";47;-23,252916;24,645445;"fabrication_module";"ngram";1;"#BA671F";"FABRICATION MODULE"
"2721";6;31,402159;31,83244;"fabry_perot";"ngram";1;"#00A5E1";"FABRY PEROT"
"2722";42;-53,25132;-13,910549;"face_gear";"ngram";1;"#BAABB3";"FACE GEAR"
"2723";27;-2,015824;36,78785;"face_image";"ngram";1;"#BB06BB";"FACE IMAGE"
"2724";22;-5,117565;-24,715422;"face_wall";"ngram";1;"#BBADE2";"FACE WALL"
"2725";41;-14,965435;42,772793;"facial_image";"ngram";1;"#BA52DA";"FACIAL IMAGE"
"2726";41;-16,119358;42,26653;"facial_recognition";"ngram";1;"#BA52DA";"FACIAL RECOGNITION"
"2727";11;-1,8929132;79,688484;"fail_node";"ngram";1;"#A500E1";"FAIL NODE"
"2728";5;-51,158398;15,607851;"fairing";"ngram";1;"#00E1E1";"FAIRING"
"2729";28;-44,60606;-46,728626;"fairing_assembly";"ngram";1;"#BB3739";"FAIRING ASSEMBLY"
"2730";19;-26,852076;-2,753645;"fall_protection_device";"ngram";1;"#BBDF60";"FALL PROTECTION DEVICE"
"2731";46;46,72818;46,048733;"fall_time";"ngram";1;"#BA22F4";"FALL TIME"
"2732";16;7,5806127;46,36554;"false_detection";"ngram";1;"#BBFD30";"FALSE DETECTION"
"2733";33;-37,952263;-65,923584;"fan_axis";"ngram";1;"#BA2B7F";"FAN AXIS"
"2734";13;-48,07132;-55,86287;"fan_blade_body";"ngram";1;"#C0C0C0";"FAN BLADE BODY"
"2735";13;-48,709976;-58,273853;"fan_containment_case";"ngram";1;"#C0C0C0";"FAN CONTAINMENT CASE"
"2736";28;-53,29849;-52,10377;"fan_cowl";"ngram";1;"#BB3739";"FAN COWL"
"2737";28;-57,114277;-51,58563;"fan_diameter";"ngram";1;"#BB3739";"FAN DIAMETER"
"2738";28;-50,281815;-52,956734;"fan_disk";"ngram";1;"#BB3739";"FAN DISK"
"2739";28;-57,358616;-56,04456;"fan_drive_gear_system";"ngram";1;"#BB3739";"FAN DRIVE GEAR SYSTEM"
"2740";28;-58,92225;-47,6904;"fan_drive_shaft";"ngram";1;"#BB3739";"FAN DRIVE SHAFT"
"2741";13;-53,19975;-56,703926;"fan_hub";"ngram";1;"#C0C0C0";"FAN HUB"
"2742";0;-9,455573;-83,576126;"fan_inlet";"ngram";1;"#D01702";"FAN INLET"
"2743";18;6,0885677;-61,709515;"fan_intake";"ngram";1;"#BB9A34";"FAN INTAKE"
"2744";13;-56,463036;-57,93021;"fan_nozzle";"ngram";1;"#C0C0C0";"FAN NOZZLE"
"2745";13;-56,96074;-59,098675;"fan_nozzle_exit_area";"ngram";1;"#C0C0C0";"FAN NOZZLE EXIT AREA"
"2746";28;-56,99043;-49,73547;"fan_propeller";"ngram";1;"#BB3739";"FAN PROPELLER"
"2747";28;-56,34789;-56,715614;"fan_rotor";"ngram";1;"#BB3739";"FAN ROTOR"
"2748";28;-55,557705;-52,04601;"fan_section";"ngram";1;"#BB3739";"FAN SECTION"
"2749";0;-24,012909;-70,141;"fan_structure";"ngram";1;"#D01702";"FAN STRUCTURE"
"2750";18;2,492891;-65,87204;"fan_unit";"ngram";1;"#BB9A34";"FAN UNIT"
"2751";6;27,62953;29,924047;"faraday_rotation";"ngram";1;"#00A5E1";"FARADAY ROTATION"
"2752";44;29,13228;65,95383;"fast_fourier_transform";"ngram";1;"#BA215C";"FAST FOURIER TRANSFORM"
"2753";19;-21,28619;-1,6494187;"fasten_configuration";"ngram";1;"#BBDF60";"FASTEN CONFIGURATION"
"2754";36;-17,209074;-10,566848;"fasten_part";"ngram";1;"#BAFA01";"FASTEN PART"
"2755";36;-27,334219;-18,801172;"fasten_pin";"ngram";1;"#BAFA01";"FASTEN PIN"
"2756";36;-16,448202;-13,393792;"fasten_portion";"ngram";1;"#BAFA01";"FASTEN PORTION"
"2757";36;-18,341566;-9,388336;"fasten_position";"ngram";1;"#BAFA01";"FASTEN POSITION"
"2758";36;-21,170326;-20,477682;"fastened_position";"ngram";1;"#BAFA01";"FASTENED POSITION"
"2759";32;-20,303513;-32,08001;"fastener_aperture";"ngram";1;"#BAE753";"FASTENER APERTURE"
"2760";22;-19,170176;-27,336277;"fastener_arrangement";"ngram";1;"#BBADE2";"FASTENER ARRANGEMENT"
"2761";22;-19,453373;-27,574099;"fastener_assembly";"ngram";1;"#BBADE2";"FASTENER ASSEMBLY"
"2762";36;-25,592358;-17,379725;"fastener_bolt";"ngram";1;"#BAFA01";"FASTENER BOLT"
"2763";36;-23,07422;-19,62141;"fastener_device";"ngram";1;"#BAFA01";"FASTENER DEVICE"
"2764";35;-40,1643;-26,178688;"fastener_drive_tool";"ngram";1;"#BAC983";"FASTENER DRIVE TOOL"
"2765";2;4,652286;-11,509654;"fastener_element";"ngram";1;"#0088AE";"FASTENER ELEMENT"
"2766";48;-13,017533;-0,15887003;"fastener_location";"ngram";1;"#BA999D";"FASTENER LOCATION"
"2767";22;-18,733988;-26,423872;"fastener_member";"ngram";1;"#BBADE2";"FASTENER MEMBER"
"2768";22;-17,996569;-27,471224;"fastener_opening";"ngram";1;"#BBADE2";"FASTENER OPENING"
"2769";20;9,707744;-20,599451;"fastener_plate";"ngram";1;"#BB10DD";"FASTENER PLATE"
"2770";39;50,238384;25,634026;"fault_condition";"ngram";1;"#BADC31";"FAULT CONDITION"
"2771";21;43,411915;12,376248;"fault_energy";"ngram";1;"#BB5509";"FAULT ENERGY"
"2772";39;50,267056;25,223375;"fault_event";"ngram";1;"#BADC31";"FAULT EVENT"
"2773";12;-37,631844;49,527176;"fault_probability";"ngram";1;"#A020F0";"FAULT PROBABILITY"
"2774";47;-31,943247;27,208778;"fault_severity";"ngram";1;"#BA671F";"FAULT SEVERITY"
"2775";12;-32,074757;46,21095;"fault_tree";"ngram";1;"#A020F0";"FAULT TREE"
"2776";9;23,700327;51,11622;"fdoa";"ngram";1;"#008080";"FDOA"
"2777";7;38,478054;-33,381927;"fe_model";"ngram";1;"#E19239";"FE MODEL"
"2778";1;-11,1906805;52,785248;"feature_extraction_module";"ngram";1;"#54BD01";"FEATURE EXTRACTION MODULE"
"2779";41;-9,543026;34,4499;"feature_location";"ngram";1;"#BA52DA";"FEATURE LOCATION"
"2780";41;-9,250887;34,30815;"feature_motion";"ngram";1;"#BA52DA";"FEATURE MOTION"
"2781";1;-12,733361;52,59086;"feature_vector";"ngram";1;"#54BD01";"FEATURE VECTOR"
"2782";44;18,695591;77,83761;"fec_packet";"ngram";1;"#BA215C";"FEC PACKET"
"2783";46;41,86031;39,565907;"feed_antenna";"ngram";1;"#BA22F4";"FEED ANTENNA"
"2784";4;1,1716162;-41,63234;"feed_assembly";"ngram";1;"#E10291";"FEED ASSEMBLY"
"2785";39;54,947674;27,803526;"feed_circuit";"ngram";1;"#BADC31";"FEED CIRCUIT"
"2786";38;11,518031;-80,7493;"feed_conduit";"ngram";1;"#BA9705";"FEED CONDUIT"
"2787";18;4,753657;-70,681335;"feed_duct";"ngram";1;"#BB9A34";"FEED DUCT"
"2788";21;28,454569;10,928943;"feed_element";"ngram";1;"#BB5509";"FEED ELEMENT"
"2789";38;8,130049;-78,62516;"feed_flow_path";"ngram";1;"#BA9705";"FEED FLOW PATH"
"2790";38;8,672847;-80,5748;"feed_inlet_port";"ngram";1;"#BA9705";"FEED INLET PORT"
"2791";30;39,465023;-14,572466;"feed_layer";"ngram";1;"#BA70AA";"FEED LAYER"
"2792";15;-1,8666533;20,376833;"feed_module";"ngram";1;"#87CEEB";"FEED MODULE"
"2793";46;43,02436;41,682266;"feed_network";"ngram";1;"#BA22F4";"FEED NETWORK"
"2794";18;5,441262;-72,206604;"feed_passage";"ngram";1;"#BB9A34";"FEED PASSAGE"
"2795";29;42,889378;52,939297;"feed_signal";"ngram";1;"#BB7C64";"FEED SIGNAL"
"2796";34;18,153746;-15,546062;"feed_slot";"ngram";1;"#BA8458";"FEED SLOT"
"2797";46;43,09641;38,02189;"feed_structure";"ngram";1;"#BA22F4";"FEED STRUCTURE"
"2798";16;8,079026;55,071716;"feedback_command";"ngram";1;"#BBFD30";"FEEDBACK COMMAND"
"2799";46;44,55205;47,67228;"feedback_control_signal";"ngram";1;"#BA22F4";"FEEDBACK CONTROL SIGNAL"
"2800";16;3,1072752;58,963284;"feedback_module";"ngram";1;"#BBFD30";"FEEDBACK MODULE"
"2801";29;49,180477;54,730858;"feedback_network";"ngram";1;"#BB7C64";"FEEDBACK NETWORK"
"2802";43;-38,99697;7,2462134;"feedback_sensor";"ngram";1;"#BAF0DE";"FEEDBACK SENSOR"
"2803";17;-65,02485;-3,9180012;"feedback_torque";"ngram";1;"#BB425B";"FEEDBACK TORQUE"
"2804";16;5,1543393;50,434944;"feedback_value";"ngram";1;"#BBFD30";"FEEDBACK VALUE"
"2805";19;-31,83919;6,996502;"feeder_apparatus";"ngram";1;"#BBDF60";"FEEDER APPARATUS"
"2806";18;-2,9735713;-67,189735;"feeder_pipe";"ngram";1;"#BB9A34";"FEEDER PIPE"
"2807";9;32,484222;44,28979;"feedforward_loop";"ngram";1;"#008080";"FEEDFORWARD LOOP"
"2808";10;21,47315;-54,366096;"feeding_device";"ngram";1;"#E100A5";"FEEDING DEVICE"
"2809";21;30,276611;8,524188;"feeding_structure";"ngram";1;"#BB5509";"FEEDING STRUCTURE"
"2810";46;42,792393;40,40028;"feedpoint";"ngram";1;"#BA22F4";"FEEDPOINT"
"2811";36;-16,858747;-17,17692;"female_connect_element";"ngram";1;"#BAFA01";"FEMALE CONNECT ELEMENT"
"2812";21;32,28807;1,2739793;"female_contact";"ngram";1;"#BB5509";"FEMALE CONTACT"
"2813";34;12,323841;-16,572468;"female_tool";"ngram";1;"#BA8458";"FEMALE TOOL"
"2814";30;46,90158;-22,854568;"ferrofluid";"ngram";1;"#BA70AA";"FERROFLUID"
"2815";21;38,200912;8,16696;"ferromagnetic_body";"ngram";1;"#BB5509";"FERROMAGNETIC BODY"
"2816";40;61,414883;-18,314306;"ferromagnetic_metal";"ngram";1;"#BA0DAE";"FERROMAGNETIC METAL"
"2817";34;23,122252;-10,299117;"fiber_angle";"ngram";1;"#BA8458";"FIBER ANGLE"
"2818";24;32,33594;-22,97623;"fiber_body";"ngram";1;"#BB248B";"FIBER BODY"
"2819";6;26,292387;33,686253;"fiber_bragg_grating";"ngram";1;"#00A5E1";"FIBER BRAGG GRATING"
"2820";21;28,465796;16,07708;"fiber_core";"ngram";1;"#BB5509";"FIBER CORE"
"2821";6;32,94523;30,467594;"fiber_coupler";"ngram";1;"#00A5E1";"FIBER COUPLER"
"2822";24;27,563774;-29,824656;"fiber_laminate";"ngram";1;"#BB248B";"FIBER LAMINATE"
"2823";6;32,12783;32,15945;"fiber_laser_oscillator";"ngram";1;"#00A5E1";"FIBER LASER OSCILLATOR"
"2824";34;26,10044;-14,294163;"fiber_length";"ngram";1;"#BA8458";"FIBER LENGTH"
"2825";7;42,629524;-28,149666;"fiber_metal_laminate";"ngram";1;"#E19239";"FIBER METAL LAMINATE"
"2826";9;31,982208;39,007263;"fiber_optic";"ngram";1;"#008080";"FIBER OPTIC"
"2827";46;37,770706;43,240776;"fiber_optic_communication_system";"ngram";1;"#BA22F4";"FIBER OPTIC COMMUNICATION SYSTEM"
"2828";21;30,17922;7,371243;"fiber_optic_connector";"ngram";1;"#BB5509";"FIBER OPTIC CONNECTOR"
"2829";6;33,50531;29,68704;"fiber_optic_coupler";"ngram";1;"#00A5E1";"FIBER OPTIC COUPLER"
"2830";6;22,039347;35,390945;"fiber_optic_gyroscope";"ngram";1;"#00A5E1";"FIBER OPTIC GYROSCOPE"
"2831";30;44,778267;-25,214216;"fiber_orientation";"ngram";1;"#BA70AA";"FIBER ORIENTATION"
"2832";7;38,265896;-29,086433;"fiber_plastic_composite";"ngram";1;"#E19239";"FIBER PLASTIC COMPOSITE"
"2833";24;28,116375;-24,708973;"fiber_ply";"ngram";1;"#BB248B";"FIBER PLY"
"2834";7;41,992466;-27,079685;"fiber_reinforce_component";"ngram";1;"#E19239";"FIBER REINFORCE COMPONENT"
"2835";7;38,593773;-27,524302;"fiber_reinforce_composite_material";"ngram";1;"#E19239";"FIBER REINFORCE COMPOSITE MATERIAL"
"2836";7;37,721058;-28,678013;"fiber_reinforce_material";"ngram";1;"#E19239";"FIBER REINFORCE MATERIAL"
"2837";7;42,128048;-29,104128;"fiber_reinforcement";"ngram";1;"#E19239";"FIBER REINFORCEMENT"
"2838";24;29,658401;-27,958084;"fiber_tow";"ngram";1;"#BB248B";"FIBER TOW"
"2839";7;41,957855;-31,75542;"fibre_metal_laminate";"ngram";1;"#E19239";"FIBRE METAL LAMINATE"
"2840";7;40,34052;-31,672457;"fibre_reinforcement";"ngram";1;"#E19239";"FIBRE REINFORCEMENT"
"2841";30;41,321964;-25,767712;"fibrous_insert";"ngram";1;"#BA70AA";"FIBROUS INSERT"
"2842";24;28,72389;-30,761015;"fibrous_preform";"ngram";1;"#BB248B";"FIBROUS PREFORM"
"2843";30;34,658554;-17,51673;"fibrous_structure";"ngram";1;"#BA70AA";"FIBROUS STRUCTURE"
"2844";6;23,378712;34,12699;"field_detector";"ngram";1;"#00A5E1";"FIELD DETECTOR"
"2845";3;64,09528;-3,2355115;"field_effect_transistor_structure";"ngram";1;"#FC1B17";"FIELD EFFECT TRANSISTOR STRUCTURE"
"2846";25;17,913965;22,327736;"field_lens";"ngram";1;"#BB68B6";"FIELD LENS"
"2847";42;-65,727554;-18,205631;"field_magnet";"ngram";1;"#BAABB3";"FIELD MAGNET"
"2848";16;12,997243;61,026646;"field_programmable_gate_array";"ngram";1;"#BBFD30";"FIELD PROGRAMMABLE GATE ARRAY"
"2849";3;47,82943;-0,3100318;"fifth_side";"ngram";1;"#FC1B17";"FIFTH SIDE"
"2850";7;37,54571;-40,86752;"figure";"ngram";1;"#E19239";"FIGURE"
"2851";23;-24,657722;69,533134;"file_system_metadata";"ngram";1;"#BBF20D";"FILE SYSTEM METADATA"
"2852";20;18,93559;-39,096195;"fill_direction";"ngram";1;"#BB10DD";"FILL DIRECTION"
"2853";34;23,55745;-17,076515;"fill_region";"ngram";1;"#BA8458";"FILL REGION"
"2854";38;12,05241;-73,652435;"fill_tube";"ngram";1;"#BA9705";"FILL TUBE"
"2855";31;49,828617;-26,482384;"filler_component";"ngram";1;"#BAB5D5";"FILLER COMPONENT"
"2856";7;38,05339;-27,999008;"filler_metal";"ngram";1;"#E19239";"FILLER METAL"
"2857";4;9,378253;-51,826733;"filler_opening";"ngram";1;"#E10291";"FILLER OPENING"
"2858";24;21,637953;-25,860207;"filler_rod";"ngram";1;"#BB248B";"FILLER ROD"
"2859";7;43,69202;-35,41154;"filler_structure";"ngram";1;"#E19239";"FILLER STRUCTURE"
"2860";45;15,649632;-0,5288072;"fillet_layer";"ngram";1;"#BA6687";"FILLET LAYER"
"2861";30;41,479115;-15,2994585;"film_adhesive";"ngram";1;"#BA70AA";"FILM ADHESIVE"
"2862";20;13,313221;-24,241842;"film_bag";"ngram";1;"#BB10DD";"FILM BAG"
"2863";13;-48,04988;-63,60802;"film_cool_hole";"ngram";1;"#C0C0C0";"FILM COOL HOLE"
"2864";13;-45,090294;-61,286686;"film_cooling";"ngram";1;"#C0C0C0";"FILM COOLING"
"2865";13;-49,110714;-63,40476;"film_cooling_hole";"ngram";1;"#C0C0C0";"FILM COOLING HOLE"
"2866";40;53,942146;-14,64576;"film_thickness";"ngram";1;"#BA0DAE";"FILM THICKNESS"
"2867";37;9,250498;-59,53125;"filter_air";"ngram";1;"#BA3F2C";"FILTER AIR"
"2868";10;19,18033;-55,94051;"filter_device";"ngram";1;"#E100A5";"FILTER DEVICE"
"2869";10;20,974606;-57,368507;"filter_medium";"ngram";1;"#E100A5";"FILTER MEDIUM"
"2870";29;46,30158;60,14827;"filter_output_signal";"ngram";1;"#BB7C64";"FILTER OUTPUT SIGNAL"
"2871";18;6,7058744;-65,202675;"filter_screen";"ngram";1;"#BB9A34";"FILTER SCREEN"
"2872";37;15,336649;-54,724068;"filter_state";"ngram";1;"#BA3F2C";"FILTER STATE"
"2873";29;39,637726;61,323666;"filter_transfer_function";"ngram";1;"#BB7C64";"FILTER TRANSFER FUNCTION"
"2874";37;23,882023;-67,986275;"filtrand";"ngram";1;"#BA3F2C";"FILTRAND"
"2875";18;7,5142198;-65,19696;"filtration_cartridge";"ngram";1;"#BB9A34";"FILTRATION CARTRIDGE"
"2876";38;8,840761;-74,94929;"filtration_chamber";"ngram";1;"#BA9705";"FILTRATION CHAMBER"
"2877";10;24,232542;-59,990093;"filtration_device";"ngram";1;"#E100A5";"FILTRATION DEVICE"
"2878";21;35,622974;-3,120729;"fin_body";"ngram";1;"#BB5509";"FIN BODY"
"2879";19;-31,265757;-4,3724227;"fin_deployment_system";"ngram";1;"#BBDF60";"FIN DEPLOYMENT SYSTEM"
"2880";43;-52,925087;8,997856;"fin_stabilizer";"ngram";1;"#BAF0DE";"FIN STABILIZER"
"2881";35;-32,9063;-25,528807;"final_assemble_position";"ngram";1;"#BAC983";"FINAL ASSEMBLE POSITION"
"2882";36;-20,421541;-10,352373;"final_mount_position";"ngram";1;"#BAFA01";"FINAL MOUNT POSITION"
"2883";31;53,582306;-37,60567;"fine_grain_structure";"ngram";1;"#BAB5D5";"FINE GRAIN STRUCTURE"
"2884";13;-42,95446;-58,10661;"finger_seal";"ngram";1;"#C0C0C0";"FINGER SEAL"
"2885";41;-8,239144;36,87981;"fingerprint_image";"ngram";1;"#BA52DA";"FINGERPRINT IMAGE"
"2886";21;35,288734;1,6697512;"finish_module";"ngram";1;"#BB5509";"FINISH MODULE"
"2887";7;43,411503;-37,96641;"finish_step";"ngram";1;"#E19239";"FINISH STEP"
"2888";29;37,931694;61,10299;"fir_filter";"ngram";1;"#BB7C64";"FIR FILTER"
"2889";26;-50,921734;35,655403;"fire_control_solution";"ngram";1;"#BBC18F";"FIRE CONTROL SOLUTION"
"2890";26;-48,98411;32,86185;"fire_control_system";"ngram";1;"#BBC18F";"FIRE CONTROL SYSTEM"
"2891";47;-38,785015;37,030468;"fire_detection_system";"ngram";1;"#BA671F";"FIRE DETECTION SYSTEM"
"2892";37;9,42352;-57,08431;"fire_fighting_system";"ngram";1;"#BA3F2C";"FIRE FIGHTING SYSTEM"
"2893";7;33,766792;-36,135757;"fire_retardant_material";"ngram";1;"#E19239";"FIRE RETARDANT MATERIAL"
"2894";43;-36,70975;13,725063;"firearm_sight";"ngram";1;"#BAF0DE";"FIREARM SIGHT"
"2895";4;6,104331;-54,88805;"firing_apparatus";"ngram";1;"#E10291";"FIRING APPARATUS"
"2896";48;-9,832571;-9,841493;"firing_channel";"ngram";1;"#BA999D";"FIRING CHANNEL"
"2897";43;-40,92715;12,47603;"firing_system";"ngram";1;"#BAF0DE";"FIRING SYSTEM"
"2898";43;-43,77685;15,058445;"firing_tube";"ngram";1;"#BAF0DE";"FIRING TUBE"
"2899";32;-25,751974;-36,9048;"first_abutment";"ngram";1;"#BAE753";"FIRST ABUTMENT"
"2900";41;-17,308474;33,41586;"first_accelerometer";"ngram";1;"#BA52DA";"FIRST ACCELEROMETER"
"2901";35;-41,103092;-29,935396;"first_actuator";"ngram";1;"#BAC983";"FIRST ACTUATOR"
"2902";1;-8,107531;64,099724;"first_address";"ngram";1;"#54BD01";"FIRST ADDRESS"
"2903";3;52,208187;-3,0302174;"first_adhesive_material";"ngram";1;"#FC1B17";"FIRST ADHESIVE MATERIAL"
"2904";36;-26,205616;-13,098099;"first_adjustment_mechanism";"ngram";1;"#BAFA01";"FIRST ADJUSTMENT MECHANISM"
"2905";35;-40,33621;-24,403198;"first_adjustment_member";"ngram";1;"#BAC983";"FIRST ADJUSTMENT MEMBER"
"2906";0;-6,439715;-80,89261;"first_air_duct";"ngram";1;"#D01702";"FIRST AIR DUCT"
"2907";38;14,180311;-83,96978;"first_air_flow_path";"ngram";1;"#BA9705";"FIRST AIR FLOW PATH"
"2908";21;27,327467;-2,9087424;"first_air_gap";"ngram";1;"#BB5509";"FIRST AIR GAP"
"2909";18;2,8194227;-65,57967;"first_air_passage";"ngram";1;"#BB9A34";"FIRST AIR PASSAGE"
"2910";18;-0,795843;-73,103195;"first_air_supply_pipe";"ngram";1;"#BB9A34";"FIRST AIR SUPPLY PIPE"
"2911";38;-0,2927269;-82,43349;"first_airflow_path";"ngram";1;"#BA9705";"FIRST AIRFLOW PATH"
"2912";13;-51,601265;-62,32202;"first_airfoil_surface";"ngram";1;"#C0C0C0";"FIRST AIRFOIL SURFACE"
"2913";31;59,190975;-32,046524;"first_alloy";"ngram";1;"#BAB5D5";"FIRST ALLOY"
"2914";29;44,536427;60,680946;"first_analog_signal";"ngram";1;"#BB7C64";"FIRST ANALOG SIGNAL"
"2915";8;-39,953342;-20,546322;"first_angular_direction";"ngram";1;"#FF69B4";"FIRST ANGULAR DIRECTION"
"2916";20;3,7434232;-28,961279;"first_angular_range";"ngram";1;"#BB10DD";"FIRST ANGULAR RANGE"
"2917";49;-13,902452;-52,25931;"first_annular_cavity";"ngram";1;"#BADDC8";"FIRST ANNULAR CAVITY"
"2918";32;-23,402325;-43,99842;"first_annular_groove";"ngram";1;"#BAE753";"FIRST ANNULAR GROOVE"
"2919";32;-27,58672;-44,04191;"first_annular_member";"ngram";1;"#BAE753";"FIRST ANNULAR MEMBER"
"2920";3;60,4616;4,8502192;"first_anode";"ngram";1;"#FC1B17";"FIRST ANODE"
"2921";29;34,21328;57,952316;"first_antenna";"ngram";1;"#BB7C64";"FIRST ANTENNA"
"2922";29;34,826294;58,578747;"first_antenna_array";"ngram";1;"#BB7C64";"FIRST ANTENNA ARRAY"
"2923";46;43,847557;35,68365;"first_antenna_part";"ngram";1;"#BA22F4";"FIRST ANTENNA PART"
"2924";44;35,363052;70,22686;"first_antenna_port";"ngram";1;"#BA215C";"FIRST ANTENNA PORT"
"2925";44;27,066252;70,396416;"first_antenna_system";"ngram";1;"#BA215C";"FIRST ANTENNA SYSTEM"
"2926";11;8,166426;80,21954;"first_apparatus";"ngram";1;"#A500E1";"FIRST APPARATUS"
"2927";35;-27,46992;-31,624329;"first_arm";"ngram";1;"#BAC983";"FIRST ARM"
"2928";42;-48,46878;-30,46464;"first_armature";"ngram";1;"#BAABB3";"FIRST ARMATURE"
"2929";15;-16,184309;21,34576;"first_aspect";"ngram";1;"#87CEEB";"FIRST ASPECT"
"2930";35;-25,484701;-29,682487;"first_attachment_element";"ngram";1;"#BAC983";"FIRST ATTACHMENT ELEMENT"
"2931";35;-26,29191;-31,275105;"first_attachment_member";"ngram";1;"#BAC983";"FIRST ATTACHMENT MEMBER"
"2932";35;-23,429068;-29,85868;"first_attachment_point";"ngram";1;"#BAC983";"FIRST ATTACHMENT POINT"
"2933";35;-31,199703;-34,543926;"first_attachment_portion";"ngram";1;"#BAC983";"FIRST ATTACHMENT PORTION"
"2934";3;52,726032;-1,4857473;"first_attachment_surface";"ngram";1;"#FC1B17";"FIRST ATTACHMENT SURFACE"
"2935";23;-22,170385;74,7324;"first_attribute";"ngram";1;"#BBF20D";"FIRST ATTRIBUTE"
"2936";44;24,651411;68,63033;"first_audio_signal";"ngram";1;"#BA215C";"FIRST AUDIO SIGNAL"
"2937";30;47,794415;-16,268105;"first_average_size";"ngram";1;"#BA70AA";"FIRST AVERAGE SIZE"
"2938";32;-21,779486;-42,933334;"first_axial_end";"ngram";1;"#BAE753";"FIRST AXIAL END"
"2939";32;-30,984894;-44,705303;"first_axial_face";"ngram";1;"#BAE753";"FIRST AXIAL FACE"
"2940";35;-37,311466;-35,413723;"first_axial_position";"ngram";1;"#BAC983";"FIRST AXIAL POSITION"
"2941";32;-27,299166;-45,258286;"first_axial_side";"ngram";1;"#BAE753";"FIRST AXIAL SIDE"
"2942";35;-45,0495;-28,49546;"first_axle";"ngram";1;"#BAC983";"FIRST AXLE"
"2943";35;-37,579926;-26,904255;"first_backing_plate";"ngram";1;"#BAC983";"FIRST BACKING PLATE"
"2944";38;4,6864233;-78,42602;"first_baffle";"ngram";1;"#BA9705";"FIRST BAFFLE"
"2945";8;-39,680317;-19,811275;"first_ball_joint";"ngram";1;"#FF69B4";"FIRST BALL JOINT"
"2946";3;62,930008;-5,2999816;"first_band_gap";"ngram";1;"#FC1B17";"FIRST BAND GAP"
"2947";3;66,425575;-1,3924086;"first_bandgap";"ngram";1;"#FC1B17";"FIRST BANDGAP"
"2948";22;-9,848239;-32,566784;"first_base_portion";"ngram";1;"#BBADE2";"FIRST BASE PORTION"
"2949";11;7,6667385;85,119194;"first_base_station";"ngram";1;"#A500E1";"FIRST BASE STATION"
"2950";39;52,903862;20,635044;"first_battery";"ngram";1;"#BADC31";"FIRST BATTERY"
"2951";25;21,312107;22,0792;"first_beam_splitter";"ngram";1;"#BB68B6";"FIRST BEAM SPLITTER"
"2952";25;21,729437;23,550798;"first_beamsplitter";"ngram";1;"#BB68B6";"FIRST BEAMSPLITTER"
"2953";42;-53,306076;-23,30249;"first_bearing";"ngram";1;"#BAABB3";"FIRST BEARING"
"2954";42;-51,97124;-25,587027;"first_bearing_assembly";"ngram";1;"#BAABB3";"FIRST BEARING ASSEMBLY"
"2955";42;-56,16213;-21,789978;"first_bearing_ring";"ngram";1;"#BAABB3";"FIRST BEARING RING"
"2956";32;-30,393263;-42,560062;"first_bearing_surface";"ngram";1;"#BAE753";"FIRST BEARING SURFACE"
"2957";8;-37,211304;-11,588301;"first_belt";"ngram";1;"#FF69B4";"FIRST BELT"
"2958";2;2,7591648;-7,6519628;"first_bend_portion";"ngram";1;"#0088AE";"FIRST BEND PORTION"
"2959";42;-55,99775;-15,557556;"first_bevel_gear";"ngram";1;"#BAABB3";"FIRST BEVEL GEAR"
"2960";14;66,85722;40,3996;"first_bias";"ngram";1;"#008000";"FIRST BIAS"
"2961";35;-38,26981;-33,319046;"first_bias_member";"ngram";1;"#BAC983";"FIRST BIAS MEMBER"
"2962";44;16,659481;76,11813;"first_bit_stream";"ngram";1;"#BA215C";"FIRST BIT STREAM"
